label,count
Carbohydrate (g),3.12
Fat (g),0.27
Protein (g),3.50
Fibre (g),3.10
Water (g),89.10
Monosaccharides (g),1.65
Disaccharides (g),0.20
Sucrose (g),0.20
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.01
