label,count
Carbohydrate (g),5.70
Fat (g),1.30
Protein (g),1.43
Fibre (g),4.30
Water (g),86.00
Monosaccharides (g),2.08
Disaccharides (g),2.30
Sucrose (g),2.30
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.55
