label,count
Carbohydrate (g),4.43
Fat (g),12.00
Protein (g),3.10
Fibre (g),0.00
Water (g),79.80
Monosaccharides (g),0.05
Disaccharides (g),3.40
Sucrose (g),0.00
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.09
