label,count
Carbohydrate (g),0.00
Fat (g),15.00
Protein (g),19.38
Fibre (g),0.00
Water (g),66.40
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.21
