label,count
Carbohydrate (g),1499.20
Fat (g),78.10
Protein (g),1.28
Fibre (g),6.74
Water (g),1.20
Monosaccharides (g),0.99
Disaccharides (g),0.62
Sucrose (g),0.36
Wholegrain total (g),0.36
Sugar total (g),0.00
Salt (g),1.00
