label,count
Carbohydrate (g),370.60
Fat (g),11.90
Protein (g),0.50
Fibre (g),6.88
Water (g),4.10
Monosaccharides (g),0.90
Disaccharides (g),0.01
Sucrose (g),0.21
Wholegrain total (g),0.16
Sugar total (g),0.00
Salt (g),230.20
