label,count
Carbohydrate (g),7.40
Fat (g),0.70
Protein (g),2.20
Fibre (g),15.90
Water (g),73.00
Monosaccharides (g),3.10
Disaccharides (g),3.10
Sucrose (g),3.10
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.10
