label,count
Carbohydrate (g),7.00
Fat (g),0.10
Protein (g),0.70
Fibre (g),1.90
Water (g),90.00
Monosaccharides (g),4.80
Disaccharides (g),1.70
Sucrose (g),1.70
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.10
