label,count
Carbohydrate (g),1510.60
Fat (g),80.20
Protein (g),0.80
Fibre (g),6.40
Water (g),1.10
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.20
Wholegrain total (g),0.20
Salt (g),1.00
