label,count
Carbohydrate (g),14.68
Fat (g),0.10
Protein (g),1.09
Fibre (g),1.87
Water (g),81.60
Monosaccharides (g),14.60
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.10
