label,count
Carbohydrate (g),7.90
Fat (g),0.10
Protein (g),0.50
Fibre (g),0.90
Water (g),90.00
Monosaccharides (g),3.00
Disaccharides (g),4.80
Sucrose (g),4.80
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.03
