label,count
Carbohydrate (g),0.00
Fat (g),17.30
Protein (g),19.00
Fibre (g),0.00
Water (g),62.40
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Sugar total (g),
Salt (g),0.18
