label,count
Cholesterol (mg),28.60
Vitamin D (µg),0.29
Vitamin E (mg),0.74
Vitamin K (µg),5.80
Vitamin C (mg),0.00
Vitamin B-6 (mg),0.11
Folate (µg),16.30
Phosphorus (mg),264.00
Iodide (µg),24.00
Iron (mg),2.33
Calcium (mg),267.00
Potassium (mg),509.00
Magnesium (mg),62.80
Sodium (mg),92.80
Selenium (µg),3.60
