label,count
Cholesterol (mg),340.00
Vitamin D (µg),1.43
Vitamin E (mg),5.57
Vitamin K (µg),30.20
Vitamin C (mg),0.00
Vitamin B-6 (mg),0.10
Folate (µg),85.80
Phosphorus (mg),184.30
Iodide (µg),28.60
Iron (mg),1.68
Calcium (mg),52.10
Potassium (mg),131.60
Magnesium (mg),11.70
Sodium (mg),142.10
Selenium (µg),22.65
