label,count
Carbohydrate (g),5.7
Fat (g),1.3
Protein (g),1.43
Fibre (g),4.3
Water (g),86
Monosaccharides (g),2.08
Disaccharides (g),2.3
Sucrose (g),2.3
Wholegrain total (g),0
Sugar total (g),0
Sum of saturated fatty acids (g),0.14
Sum of monounsaturated fatty acids (g),0.67
Sum of polyunsaturated fatty acids (g),0.43
Salt (g),0.55
