label,count
Carbohydrate (g),64.7
Fat (g),3
Protein (g),9.2
Fibre (g),7.6
Water (g),14
Monosaccharides (g),0.4
Disaccharides (g),0.5
Sucrose (g),0.5
Wholegrain total (g),100
Sugar total (g),
Salt (g),0.01
