label,count
Carbohydrate (g),15.38
Fat (g),9.01
Protein (g),7.29
Fibre (g),3.42
Water (g),61.97
Monosaccharides (g),1.07
Disaccharides (g),0.65
Sucrose (g),0.63
Wholegrain total (g),0
Sugar total (g),0
Sum of saturated fatty acids (g),1.17
Sum of monounsaturated fatty acids (g),4.16
Sum of polyunsaturated fatty acids (g),3.05
Salt (g),1.74
