label,count
Carbohydrate (g),8.23
Fat (g),1.14
Protein (g),1.34
Fibre (g),2.12
Water (g),85.5
Monosaccharides (g),3.38
Disaccharides (g),1.69
Sucrose (g),1.69
Wholegrain total (g),0
Sugar total (g),0
Sum of saturated fatty acids (g),0.14
Sum of monounsaturated fatty acids (g),0.61
Sum of polyunsaturated fatty acids (g),0.33
Salt (g),1.19
