label,count
Carbohydrate (g),6.99
Fat (g),1.01
Protein (g),1.37
Fibre (g),2.44
Water (g),86.22
Monosaccharides (g),6.28
Disaccharides (g),1.4
Sucrose (g),1.4
Wholegrain total (g),0
Sugar total (g),
Salt (g),1.28
