label,count
Carbohydrate (g),5.5
Fat (g),6.81
Protein (g),17.65
Fibre (g),7.4
Water (g),59.72
Monosaccharides (g),0
Disaccharides (g),0
Sucrose (g),0.05
Wholegrain total (g),0
Sugar total (g),0
Salt (g),0.68
