label,count
Carbohydrate (g),48.5
Fat (g),1
Protein (g),24
Fibre (g),11.5
Water (g),12
Monosaccharides (g),0.3
Disaccharides (g),2.1
Sucrose (g),2.1
Wholegrain total (g),0
Sugar total (g),0
Salt (g),0.08
