label,count
Carbohydrate (g),1.7
Fat (g),19.6
Protein (g),1.94
Fibre (g),4.75
Water (g),70
Monosaccharides (g),0.2
Disaccharides (g),0.3
Sucrose (g),0.2
Wholegrain total (g),0
Sugar total (g),
Salt (g),0.01
