label,count
Carbohydrate (g),61.8
Fat (g),0.4
Protein (g),11.7
Fibre (g),3.7
Water (g),5.3
Monosaccharides (g),0
Disaccharides (g),0
Sucrose (g),0
Wholegrain total (g),0
Sugar total (g),
Salt (g),0.33
