label,count
Carbohydrate (g),4.7
Fat (g),0.3
Protein (g),1.13
Fibre (g),2.64
Water (g),90.5
Monosaccharides (g),4.3
Disaccharides (g),0.7
Sucrose (g),0.7
Wholegrain total (g),0
Sugar total (g),0
Sum of saturated fatty acids (g),0.06
Sum of monounsaturated fatty acids (g),0.02
Sum of polyunsaturated fatty acids (g),0.17
Salt (g),0.02
