label,count
Carbohydrate (g),50.40
Fat (g),2.40
Protein (g),8.60
Fibre (g),4.00
Water (g),33.10
Monosaccharides (g),0.30
Disaccharides (g),4.10
Sucrose (g),0.10
Wholegrain total (g),19.00
Salt (g),1.21
