label,count
Carbohydrate (g),6.60
Fat (g),0.24
Protein (g),0.69
Fibre (g),2.42
Water (g),89.45
Monosaccharides (g),3.20
Disaccharides (g),3.05
Sucrose (g),3.05
Wholegrain total (g),0.00
Salt (g),0.08
