label,count
Carbohydrate (g),1457.00
Fat (g),3.00
Protein (g),38.00
Fibre (g),0.00
Water (g),0.00
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),500.00
