label,count
Carbohydrate (g),1482.80
Fat (g),78.20
Protein (g),0.70
Fibre (g),7.50
Water (g),0.00
Monosaccharides (g),0.00
Disaccharides (g),0.14
Sucrose (g),0.02
Wholegrain total (g),0.02
Salt (g),0.00
