label,count
Carbohydrate (g),9.00
Fat (g),0.10
Protein (g),1.19
Fibre (g),1.98
Water (g),87.20
Monosaccharides (g),2.90
Disaccharides (g),1.60
Sucrose (g),1.60
Wholegrain total (g),0.00
Salt (g),0.01
