label,count
Carbohydrate (g),8.80
Fat (g),0.40
Protein (g),5.40
Fibre (g),5.50
Water (g),79.00
Monosaccharides (g),0.30
Disaccharides (g),3.70
Sucrose (g),3.70
Wholegrain total (g),0.00
Salt (g),0.00
