label,count
Carbohydrate (g),14.30
Fat (g),51.00
Protein (g),22.60
Fibre (g),7.60
Water (g),1.30
Monosaccharides (g),8.80
Disaccharides (g),6.40
Sucrose (g),6.40
Wholegrain total (g),0.00
Salt (g),1.18
