label,count
Carbohydrate (g),1507.90
Fat (g),68.70
Protein (g),1.08
Fibre (g),14.73
Water (g),6.20
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),7.00
