label,count
Carbohydrate (g),2.40
Fat (g),27.34
Protein (g),6.06
Fibre (g),0.00
Water (g),63.08
Monosaccharides (g),0.00
Disaccharides (g),2.68
Sucrose (g),0.01
Wholegrain total (g),0.00
Salt (g),0.65
