label,count
Carbohydrate (g),3.70
Fat (g),0.20
Protein (g),0.81
Fibre (g),1.23
Water (g),93.35
Monosaccharides (g),3.65
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.04
