label,count
Carbohydrate (g),1293.90
Fat (g),61.80
Protein (g),0.40
Fibre (g),11.70
Water (g),3.70
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),130.00
