label,count
Carbohydrate (g),2.10
Fat (g),4.00
Protein (g),12.00
Fibre (g),0.00
Water (g),80.40
Monosaccharides (g),0.10
Disaccharides (g),1.70
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.85
