label,count
Carbohydrate (g),0.80
Fat (g),23.00
Protein (g),29.19
Fibre (g),0.00
Water (g),43.00
Monosaccharides (g),0.10
Disaccharides (g),0.10
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),1.18
