label,count
Carbohydrate (g),1501.30
Fat (g),76.70
Protein (g),1.00
Fibre (g),9.20
Water (g),0.50
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.20
Wholegrain total (g),0.20
Salt (g),0.00
