label,count
Carbohydrate (g),8.23
Fat (g),1.14
Protein (g),1.34
Fibre (g),2.12
Water (g),85.50
Monosaccharides (g),3.38
Disaccharides (g),1.69
Sucrose (g),1.69
Wholegrain total (g),0.00
Salt (g),1.19
