label,count
Carbohydrate (g),1473.80
Fat (g),76.90
Protein (g),0.70
Fibre (g),7.80
Water (g),1.00
Monosaccharides (g),0.00
Disaccharides (g),0.07
Sucrose (g),0.00
Wholegrain total (g),0.04
Salt (g),0.00
