label,count
Carbohydrate (g),3.00
Fat (g),40.00
Protein (g),2.11
Fibre (g),0.00
Water (g),54.40
Monosaccharides (g),0.00
Disaccharides (g),2.69
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.06
