label,count
Carbohydrate (g),3.20
Fat (g),0.70
Protein (g),3.38
Fibre (g),3.70
Water (g),87.50
Monosaccharides (g),1.40
Disaccharides (g),0.70
Sucrose (g),0.70
Wholegrain total (g),0.00
Salt (g),0.05
