label,count
Carbohydrate (g),0.40
Fat (g),9.73
Protein (g),12.25
Fibre (g),0.00
Water (g),76.28
Monosaccharides (g),0.40
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.36
