label,count
Carbohydrate (g),2.30
Fat (g),0.05
Protein (g),0.81
Fibre (g),0.00
Water (g),96.50
Monosaccharides (g),1.70
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.01
