label,count
Carbohydrate (g),19.00
Fat (g),9.06
Protein (g),12.31
Fibre (g),0.00
Water (g),57.90
Monosaccharides (g),0.20
Disaccharides (g),0.70
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),1.05
