label,count
Carbohydrate (g),4.80
Fat (g),0.50
Protein (g),3.60
Fibre (g),0.00
Water (g),90.30
Monosaccharides (g),0.00
Disaccharides (g),4.91
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.10
