label,count
Carbohydrate (g),4.84
Fat (g),3.00
Protein (g),3.42
Fibre (g),0.00
Water (g),88.00
Monosaccharides (g),0.92
Disaccharides (g),2.70
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.10
