label,count
Carbohydrate (g),0.00
Fat (g),0.50
Protein (g),19.13
Fibre (g),0.00
Water (g),79.30
Monosaccharides (g),0.00
Disaccharides (g),0.00
Sucrose (g),0.00
Wholegrain total (g),0.00
Salt (g),0.17
